gene_name	gene_claim_name	entrez_id	interaction_claim_source	interaction_types	drug_claim_name	drug_claim_primary_name	drug_name	drug_chembl_id	PMIDs
PNP	NP	4860	ChemblInteractions	inhibitor	CHEMBL550755	FORODESINE HYDROCHLORIDE	FORODESINE HYDROCHLORIDE	CHEMBL550755	
S1PR2	276	9294	GuideToPharmacologyInteractions	agonist	2924	FTY720-PHOSPHATE	CHEMBL570352	CHEMBL570352	
FFAR1	225	2864	GuideToPharmacologyInteractions	agonist	1055	PALMITIC ACID	PALMITIC ACID	CHEMBL82293	
F10	TTDS00203	2159	TTD	inhibitor	DCL000537	IDRAPARINUX	IDRAPARINUX	CHEMBL1908845	
GABRP	GABRP	2568	ChemblInteractions	positive allosteric modulator	CHEMBL1200602	FLURAZEPAM HYDROCHLORIDE	FLURAZEPAM HYDROCHLORIDE	CHEMBL1200602	
SLC12A3	NCC	6559	ChemblInteractions	inhibitor	CHEMBL435	HYDROCHLOROTHIAZIDE	HYDROCHLOROTHIAZIDE	CHEMBL435	
IDO1	2829	3620	GuideToPharmacologyInteractions	inhibitor	8222	BETA-CARBOLINE	NORHARMANE	CHEMBL275224	
APOC3	TTDC00328	345	TTD	antisense	DCL001199	ISIS-APOCIII			
KCNB2	KCNB2	9312	ChemblInteractions	blocker	CHEMBL284348	DALFAMPRIDINE	DALFAMPRIDINE	CHEMBL284348	
TRPV5	511	56302	GuideToPharmacologyInteractions	channel blocker	2449	MICONAZOLE	MICONAZOLE	CHEMBL91	
FYN	FYN	2534	ChemblInteractions	inhibitor	CHEMBL403989	TG100-801	TG100-801	CHEMBL403989	
C6	729	729	GuideToPharmacologyInteractions	inhibitor	2447	FLUFENAMIC ACID	FLUFENAMIC ACID	CHEMBL23588	
PRKG1	1492	5592	GuideToPharmacologyInteractions	inhibitor	5196	GSK690693	GSK-690693	CHEMBL494089	
CSF1R	FMS	1436	ChemblInteractions	inhibitor	CHEMBL1567	SUNITINIB MALATE	SUNITINIB MALATE	CHEMBL1567	
BCL2	2844	596	GuideToPharmacologyInteractions	antagonist	8318	VENETOCLAX	VENETOCLAX	CHEMBL3137309	
TYK2	2269	7297	GuideToPharmacologyInteractions	inhibitor	7954	BMS-911543	BMS-911543	CHEMBL3545215	
GRIN2C	458	2905	GuideToPharmacologyInteractions	channel blocker	4089	[3H]DIZOCILPINE	DIZOCILPINE	CHEMBL284237	
SCN10A	SCN10A	6336	ChemblInteractions	blocker	CHEMBL1200819	ARTICAINE HYDROCHLORIDE	ARTICAINE HYDROCHLORIDE	CHEMBL1200819	
MPL	TPOR	4352	ChemblInteractions	agonist	CHEMBL1201832	ROMIPLOSTIM	ROMIPLOSTIM	CHEMBL1201832	
SIGMAR1	2552	10280	GuideToPharmacologyInteractions	agonist	6676	(RS)-PPCC	CHEMBL222301	CHEMBL222301	
ABCB4	TTDS00255	5244	TTD	modulator	DCL000584	ORTATAXEL	ORTATAXEL	CHEMBL382300	
RXRA	610	6256	GuideToPharmacologyInteractions	antagonist	8079	HX 531			
CHRNA4	465	1137	GuideToPharmacologyInteractions	allosteric modulator	3992	LY2087101			
JAK1	2047	3716	GuideToPharmacologyInteractions	inhibitor	6977	COMPOUND 19A [PMID: 24359159]	CHEMBL3116050	CHEMBL3116050	
DGAT1	2821	8694	GuideToPharmacologyInteractions	inhibitor	7831	COMPOUND 5B [PMID: 25349648]			
RXFP3	353	51289	GuideToPharmacologyInteractions	antagonist	8342	EUROPIUM-LABELLED R3(B1-22R)			
PIK3C2B	PIK3C2B	5287	MyCancerGenome	inhibitor	BYL719	BYL719	ALPELISIB	CHEMBL2396661	
PIK3C3	PIK3C3	5289	MyCancerGenome	inhibitor	PKI-587	PKI-587	GEDATOLISIB	CHEMBL592445	
AKT3	AKT3	10000	MyCancerGenomeClinicalTrial	inhibitor	GSK2126458	GSK2126458	OMIPALISIB	CHEMBL1236962	
ADCYAP1R1	370	117	GuideToPharmacologyInteractions	agonist	2277	"[125I]VIP (HUMAN, MOUSE, RAT)"			
NR3C1	TTDS00283	2908	TTD	binder	DAP001045	LOTEPREDNOL ETABONATE	LOTEPREDNOL ETABONATE	CHEMBL1200865	
GRIA2	GLUR2	2891	ChemblInteractions	antagonist	CHEMBL1214124	PERAMPANEL	PERAMPANEL	CHEMBL1214124	
GRIN2A	456	2903	GuideToPharmacologyInteractions	agonist	4171	D-SERINE	(D)-SERINE	CHEMBL285123	
TOP2A	TOP2	7153	ChemblInteractions	inhibitor	CHEMBL1186894	AMRUBICIN	AMRUBICIN	CHEMBL1186894	
HTR1A	ADRB2RL1	3350	ChemblInteractions	partial agonist	CHEMBL1200399	BUSPIRONE HYDROCHLORIDE	BUSPIRONE HYDROCHLORIDE	CHEMBL1200399	
BRD9	2728	65980	GuideToPharmacologyInteractions	inhibitor	9522	TP-472			
BRD4	1945	23476	GuideToPharmacologyInteractions	inhibitor	7509	MS436	CHEMBL3086883	CHEMBL3086883	
CHRM4	16	1132	GuideToPharmacologyInteractions	antagonist	8591	ML381			
HTR1D	3	3352	GuideToPharmacologyInteractions	antagonist	130	SB 224289	SB-224289	CHEMBL281350	
CASP5	1621	838	GuideToPharmacologyInteractions	inhibitor	8654	M826			
PTGDR2	339	11251	GuideToPharmacologyInteractions	agonist	1877	"15-DEOXY-Δ12,14-PGJ2"			
TBXA2R	TTDS00395	6915	TTD	antagonist	DCL000326	SERATRODAST			
FRK	FRK	2444	TALC	inhibitor	NINTEDANIB	NINTEDANIB	NINTEDANIB	CHEMBL502835	
ADORA2B	20	136	GuideToPharmacologyInteractions	antagonist	5615	CVT-6883	GS 6201	CHEMBL260933	
RXFP4	354	339403	GuideToPharmacologyInteractions	agonist	2000	INSL5			
SSTR5	TTDC00253	6755	TTD	agonist	DCL000193	PASIREOTIDE	PASIREOTIDE	CHEMBL3039583	
SLC29A4	1120	222962	GuideToPharmacologyInteractions	inhibitor	1231	CIMETIDINE	CIMETIDINE	CHEMBL30	
INSR	INSR	3643	ChemblInteractions	agonist	CHEMBL1201644	INSULIN ZINC SUSP RECOMBINANT HUMAN	INSULIN ZINC SUSP RECOMBINANT HUMAN	CHEMBL1201644	
PSMD2	TRAP2	5708	ChemblInteractions	inhibitor	CHEMBL3545432	IXAZOMIB CITRATE	IXAZOMIB CITRATE	CHEMBL3545432	
IL6R	IL6R	3570	ChemblInteractions	inhibitor	CHEMBL1237022	TOCILIZUMAB	TOCILIZUMAB	CHEMBL1237022	
EPHA1	1821	2041	GuideToPharmacologyInteractions	inhibitor	8124	COMPOUND 20 [PMID: 23489211]			
GRIA1	444	2890	GuideToPharmacologyInteractions	allosteric modulator	4165	CX516	CHEMBL136800	CHEMBL136800	
SCN3A	KIAA1356	6328	ChemblInteractions	blocker	CHEMBL1201729	DRONEDARONE HYDROCHLORIDE	DRONEDARONE HYDROCHLORIDE	CHEMBL1201729	
CHRNA7	468	1139	GuideToPharmacologyInteractions	allosteric modulator	3991	PNU-120596	CHEMBL257591	CHEMBL257591	
ERBB4	1799	2066	GuideToPharmacologyInteractions	inhibitor	5965	EGFR/ERBB-2/ERBB-4 INHIBITOR			
CHEK1	1987	1111	GuideToPharmacologyInteractions	inhibitor	8163	COMPOUND 33 [PMID: 19364658]	METHYL NONYL KETONE	CHEMBL1236582	
B4GALNT1	B4GALNT1	2583	MyCancerGenome	antibody	DINUTUXIMAB	DINUTUXIMAB	DINUTUXIMAB	CHEMBL3137342	
ZACN	587	353174	GuideToPharmacologyInteractions	agonist	566	ZN2+	ZINC ION	CHEMBL1236970	
FPR2	223	2358	GuideToPharmacologyInteractions	agonist	6247	F PEPTIDE	ASPIRIN	CHEMBL25	
CDK9	CDC2L4	1025	ChemblInteractions	inhibitor	CHEMBL14762	SELICICLIB	SELICICLIB	CHEMBL14762	
NTSR1	309	4923	GuideToPharmacologyInteractions	agonist	1573	THR10CONTULAKIN-G	CHEMBL23576	CHEMBL23576	
PADI4	2877	23569	GuideToPharmacologyInteractions	inhibitor	8684	COMPOUND 14B [PMID: 25742366]			
CHRNG	ACHRG	1146	ChemblInteractions	antagonist	CHEMBL1200648	ROCURONIUM BROMIDE	ROCURONIUM BROMIDE	CHEMBL1200648	
PTGER3	PTGER3	5733	ChemblInteractions	agonist	CHEMBL548	DINOPROSTONE	DINOPROSTONE	CHEMBL548	
RXFP2	352	122042	GuideToPharmacologyInteractions	agonist	3875	EUROPIUM-LABELLED INSL3			
P2RY11	327	5032	GuideToPharmacologyInteractions	antagonist	1761	NF157	CHEMBL1207514	CHEMBL1207514	
KCNC2	549	3747	GuideToPharmacologyInteractions	channel blocker	2549	SHK TOXIN			
PROKR2	336	128674	GuideToPharmacologyInteractions	agonist	1868	PROKINETICIN-2β			
IGF1R	IGF-1R	3480	TALC	antibody	AMG-479	AMG-479	GANITUMAB	CHEMBL1743024	
GALR2	244	8811	GuideToPharmacologyInteractions	agonist	6110	GAL-(K)4			
DHODH	2604	1723	GuideToPharmacologyInteractions	inhibitor	6825	LEFLUNOMIDE	LEFLUNOMIDE	CHEMBL960	
GABRG2	GABRG2	2566	ChemblInteractions	positive allosteric modulator	CHEMBL1521	ZALEPLON	ZALEPLON	CHEMBL1521	
HRH4	265	59340	GuideToPharmacologyInteractions	agonist	1226	IMPROMIDINE	IMPROMIDINE	CHEMBL12608	
SSTR5	359	6755	GuideToPharmacologyInteractions	antagonist	2028	[D-TYR8]CYN 154806			
PDE4B	DPDE4	5142	ChemblInteractions	inhibitor	CHEMBL484785	CRISABOROLE	CRISABOROLE	CHEMBL484785	
CACNA1C	CACH2	775	ChemblInteractions	blocker	CHEMBL1200402	AMLODIPINE BESYLATE	AMLODIPINE BESYLATE	CHEMBL1200402	
TRPC6	491	7225	GuideToPharmacologyInteractions	activator	4103	20-HETE			
JAK3	2049	3718	GuideToPharmacologyInteractions	inhibitor	5716	FEDRATINIB	FEDRATINIB	CHEMBL1287853	
LCK	LCK	3932	ChemblInteractions	inhibitor	CHEMBL1201733	PAZOPANIB HYDROCHLORIDE	PAZOPANIB HYDROCHLORIDE	CHEMBL1201733	
OPRL1	320	4987	GuideToPharmacologyInteractions	agonist	8869	SCH486757			
RARA	590	5914	GuideToPharmacologyInteractions	agonist	5429	ADAPALENE	ADAPALENE	CHEMBL1265	
GGPS1	643	9453	GuideToPharmacologyInteractions	inhibitor	3198	BPH-252	CHEMBL54004	CHEMBL54004	
TRPM8	500	79054	GuideToPharmacologyInteractions	channel blocker	4261	NADA			
FFAR4	127	338557	GuideToPharmacologyInteractions	agonist	2806	MYRISTIC ACID	MYRISTIC ACID	CHEMBL111077	
P2RY12	328	64805	GuideToPharmacologyInteractions	antagonist	6147	[3H]PSB-0413	CHEMBL369928	CHEMBL369928	
PIM1	PIM1	5292	ChemblInteractions	inhibitor	CHEMBL3545194	LGH-447	LGH-447	CHEMBL3545194	
CD80	TTDS00453	941	TTD	binder	DAP000867	ABATACEPT	ABATACEPT	CHEMBL1201823	
HTR3B	TTDC00009	9177	TTD	antagonist	DCL000087	CILANSETRON	CILANSETRON	CHEMBL2103778	
KLK3	KLK3	354	ChemblInteractions	inhibitor	CHEMBL1201837	ECALLANTIDE	ECALLANTIDE	CHEMBL1201837	
ERBB2	HER2	2064	ChemblInteractions	inhibitor	CHEMBL3545063	OSIMERTINIB MESYLATE	OSIMERTINIB MESYLATE	CHEMBL3545063	
CHRNB2	CHRNB2	1141	ChemblInteractions	agonist	CHEMBL3	NICOTINE	NICOTINE	CHEMBL3	
HCAR2	312	338442	GuideToPharmacologyInteractions	agonist	8470	GSK256073			
AURKB	1937	9212	GuideToPharmacologyInteractions	inhibitor	8060	AMG-900	AMG-900	CHEMBL2140408	
NPY2R	TTDC00040	4887	TTD	antagonist	DPR000024	BMS-192548	LUTROPIN ALFA	CHEMBL1201419	
DYRK3	2012	8444	GuideToPharmacologyInteractions	inhibitor	8127	COMPOUND 3B [PMID: 23454515]			
BRD3	2725	8019	GuideToPharmacologyInteractions	inhibitor	7033	I-BET-762	CHEMBL1232461	CHEMBL1232461	
NDUFB6	NDUFB6	4712	ChemblInteractions	inhibitor	CHEMBL3545135	NV-128	NV-128	CHEMBL3545135	
GRIN1	NMDAR1	2902	ChemblInteractions	antagonist	CHEMBL3545351	AV-101	AV-101	CHEMBL3545351	
CASR	GPRC2A	846	ChemblInteractions	modulator	CHEMBL2107572	TECALCET HYDROCHLORIDE	TECALCET HYDROCHLORIDE	CHEMBL2107572	
MAPK9	1497	5601	GuideToPharmacologyInteractions	inhibitor	5273	SP600125	SP-600125	CHEMBL1725279	
ANO1	708	55107	GuideToPharmacologyInteractions	channel blocker	4319	TANNIC ACID	TANNIC ACID	CHEMBL506247	
HTR2B	7	3357	GuideToPharmacologyInteractions	agonist	23	RU 24969	RU-24969	CHEMBL18785	
AXL	1835	558	GuideToPharmacologyInteractions	inhibitor	7953	BMS-777607	BMS-777607	CHEMBL460702	
OPRL1	320	4987	GuideToPharmacologyInteractions	antagonist	8870	AT-076			
PRMT3	1254	10196	GuideToPharmacologyInteractions	inhibitor	7032	COMPOUND 1 [PMID: 22795084]	CHEMBL2325441	CHEMBL2325441	
HDAC9	HDAC9	9734	TALC	inhibitor	SB939	SB939	CHEMBL1851943	CHEMBL1851943	
TYMS	TS	7298	ChemblInteractions	inhibitor	CHEMBL1200373	PEMETREXED DISODIUM	PEMETREXED DISODIUM	CHEMBL1200373	
ABCC9	2746	10060	GuideToPharmacologyInteractions	allosteric modulator	8808	COMPOUND 13B [PMID: 19101153]			
SLC1A3	868	6507	GuideToPharmacologyInteractions	inhibitor	4609	UCPH-101			
KCNK4	516	50801	GuideToPharmacologyInteractions	activator	2391	ARACHIDONIC ACID	ARACHIDONIC ACID	CHEMBL15594	
TYRO3	1836	7301	GuideToPharmacologyInteractions	inhibitor	8135	COMPOUND 21 [PMID: 23312943]			
CYSLTR1	269	10800	GuideToPharmacologyInteractions	antagonist	3340	MONTELUKAST	MONTELUKAST	CHEMBL787	
TRPV1	VR1	7442	ChemblInteractions	antagonist	CHEMBL3707398	PAC-14028	PAC-14028	CHEMBL3707398	
ITGAV	2583	3685	GuideToPharmacologyInteractions	inhibitor	6594	ECHISTATIN			
PPARG	595	5468	GuideToPharmacologyInteractions	antagonist	8741	RESVERATROL	RESVERATROL	CHEMBL165	
TBXA2R	346	6915	GuideToPharmacologyInteractions	agonist	1974	[3H]U46619	CHEMBL521784	CHEMBL521784	
APLNR	36	187	GuideToPharmacologyInteractions	antagonist	607	ALX40-4C			
SCN1A	NAC1	6323	ChemblInteractions	blocker	CHEMBL1201754	RUFINAMIDE	RUFINAMIDE	CHEMBL1201754	
CLK1	1990	1195	GuideToPharmacologyInteractions	inhibitor	8055	KH-CB19			
ADRA2B	26	151	GuideToPharmacologyInteractions	antagonist	83	CHLORPROMAZINE	CHLORPROMAZINE	CHEMBL71	
ODC1	ODC1	4953	ChemblInteractions	inhibitor	CHEMBL1201037	EFLORNITHINE HYDROCHLORIDE HYDRATE	EFLORNITHINE HYDROCHLORIDE HYDRATE	CHEMBL1201037	
PDE4A	1300	5141	GuideToPharmacologyInteractions	inhibitor	5258	RO20-1724	SODIUM PHENYLBUTYRATE	CHEMBL1746	
MC2R	283	4158	GuideToPharmacologyInteractions	antagonist	1332	ACTH-(11-24)			
SERPINA3	12	12	GuideToPharmacologyInteractions	antagonist	206	MESULERGINE	MESULERGINE	CHEMBL12314	
CYP27A1	1369	1593	GuideToPharmacologyInteractions	inhibitor	8858	MK-24	CHEMBL255088	CHEMBL255088	
KCNH2	572	3757	GuideToPharmacologyInteractions	channel blocker	2608	TERFENADINE	TERFENADINE	CHEMBL17157	
CHRNA2	TTDS00400	1135	TTD	antagonist	DAP000824	METOCURINE IODIDE	METOCURINE IODIDE	CHEMBL1739	
CHRNA6	467	8973	GuideToPharmacologyInteractions	antagonist	3975	[125I]α-CONOTOXIN MII			
TLR7	TLR7	51284	ChemblInteractions	agonist	CHEMBL1282	IMIQUIMOD	IMIQUIMOD	CHEMBL1282	
NDUFB9	LYRM3	4715	ChemblInteractions	inhibitor	CHEMBL3545135	NV-128	NV-128	CHEMBL3545135	
ADORA2B	20	136	GuideToPharmacologyInteractions	agonist	372	2-CHLOROADENOSINE	CHEMBL285819	CHEMBL285819	
CRBN	CRBN	51185	ChemblInteractions	inhibitor	CHEMBL43452	POMALIDOMIDE	POMALIDOMIDE	CHEMBL43452	
HRH3	GPCR97	11255	ChemblInteractions	antagonist	CHEMBL517140	GSK189254	GSK189254	CHEMBL517140	
KCNA3	540	3738	GuideToPharmacologyInteractions	channel blocker	2547	MARGATOXIN			
PRKCH	1487	5583	GuideToPharmacologyInteractions	inhibitor	8142	BALANOL	BALANOL	CHEMBL60254	
PSMC2	MSS1	5701	ChemblInteractions	inhibitor	CHEMBL325041	BORTEZOMIB	BORTEZOMIB	CHEMBL325041	
FOLR1	TTDS00489	2348	TTD	binder	DAP001309	FOLIC ACID	FOLIC ACID	CHEMBL1622	
CA1	CA1	759	ChemblInteractions	inhibitor	CHEMBL1200814	ACETAZOLAMIDE SODIUM	ACETAZOLAMIDE SODIUM	CHEMBL1200814	
TACR1	360	6869	GuideToPharmacologyInteractions	agonist	2100	SUBSTANCE P-(6-11)			
VDR	TTDS00251	7421	TTD	antagonist	DAP000292	CALCIPOTRIOL			
OPRK1	318	4986	GuideToPharmacologyInteractions	agonist	1643	β-ENDORPHIN	CORTICOTROPIN	CHEMBL1201610	
CHRNA9	469	55584	GuideToPharmacologyInteractions	antagonist	9472	RGIA4			
PSMA2	HC3	5683	ChemblInteractions	inhibitor	CHEMBL3545432	IXAZOMIB CITRATE	IXAZOMIB CITRATE	CHEMBL3545432	
KDM2A	2671	22992	GuideToPharmacologyInteractions	inhibitor	7025	DAMINOZIDE	CHEMBL2164243	CHEMBL2164243	
ENTPD2	2889	954	GuideToPharmacologyInteractions	inhibitor	9033	PSB-6426	CHEMBL469212	CHEMBL469212	
CNR1	TTDS00334	1268	TTD	antagonist	DCL000448	AVE1625	Drinabant	CHEMBL3545166	
GPR119	TTDC00050	139760	TTD	agonist	DCL001226	PSN821			
ASIC2	99	40	GuideToPharmacologyInteractions	agonist	3934	RESOLVIN D1	CHEMBL482796	CHEMBL482796	
TRPC5	490	7224	GuideToPharmacologyInteractions	activator	2828	DAIDZEIN	DAIDZEIN	CHEMBL8145	
AURKA	AURKA	6790	MyCancerGenomeClinicalTrial	inhibitor	ALISERTIB	ALISERTIB	ALISERTIB	CHEMBL483158	
FSHR	LGR1	2492	ChemblInteractions	agonist	CHEMBL1201692	HUMAN FSH	HUMAN FSH	CHEMBL1201692	
ACHE	ACHE	43	ChemblInteractions	inhibitor	CHEMBL1025	ISOFLUROPHATE	ISOFLUROPHATE	CHEMBL1025	
GPER1	221	2852	GuideToPharmacologyInteractions	agonist	1015	FULVESTRANT	FULVESTRANT	CHEMBL1358	
DRD1	DRD1	1812	ChemblInteractions	antagonist	CHEMBL1200843	METHYLERGONOVINE MALEATE	METHYLERGONOVINE MALEATE	CHEMBL1200843	
CHRM3	CHRM3	1131	ChemblInteractions	antagonist	CHEMBL1201027	GLYCOPYRROLATE BROMIDE	GLYCOPYRROLATE BROMIDE	CHEMBL1201027	
BIRC3	2792	330	GuideToPharmacologyInteractions	antagonist	7710	AZD5582	CHEMBL3108827	CHEMBL3108827	
SLC12A1	NKCC2	6557	ChemblInteractions	inhibitor	CHEMBL1200487	ETHACRYNATE SODIUM	ETHACRYNATE SODIUM	CHEMBL1200487	
GABRA6	409	2559	GuideToPharmacologyInteractions	antagonist	4083	[3H]GABAZINE	GABAZINE	CHEMBL32503	
CXCR2	69	3579	GuideToPharmacologyInteractions	agonist	3658	[125I]CXCL7 (HUMAN)			
ADRB3	ADRB3R	155	ChemblInteractions	agonist	CHEMBL679	EPINEPHRINE	EPINEPHRINE	CHEMBL679	
EGLN1	2833	54583	GuideToPharmacologyInteractions	inhibitor	8796	COMPOUND 6EE [PMID: 22364528]			
MMP12	1636	4321	GuideToPharmacologyInteractions	inhibitor	7823	AZD6605			
MMP14	1638	4323	GuideToPharmacologyInteractions	inhibitor	7409	ILOMASTAT	ILOMASTAT	CHEMBL19611	
VDR	605	7421	GuideToPharmacologyInteractions	agonist	7747	INECALCITOL	INECALCITOL	CHEMBL2105107	
PTGDR	338	5729	GuideToPharmacologyInteractions	antagonist	1896	AH6809	CHEMBL1317823	CHEMBL1317823	
SLK	TTDS00407	9748	TTD	inhibitor	DCL000259	VX-680	TOZASERTIB	CHEMBL572878	
PIK3R4	PIK3R4	30849	MyCancerGenome	inhibitor	PI-103	PI-103	PI-103	CHEMBL573339	
FGFR2	TTDS00171	2263	TTD	activator	DCL001020	TRAFERMIN	TRAFERMIN	CHEMBL2108081	
PTGER1	340	5731	GuideToPharmacologyInteractions	antagonist	1920	ONO-8711			
CHRM3	CHRM3	1131	ChemblInteractions	agonist	CHEMBL1184	ACETYLCHOLINE CHLORIDE	ACETYLCHOLINE CHLORIDE	CHEMBL1184	
TRPV4	510	59341	GuideToPharmacologyInteractions	channel blocker	4213	HC067047	CHEMBL2133556	CHEMBL2133556	
CHRM1	13	1128	GuideToPharmacologyInteractions	allosteric modulator	348	THIOCHROME			
GABRA6	GABRA6	2559	ChemblInteractions	positive allosteric modulator	CHEMBL967	TEMAZEPAM	TEMAZEPAM	CHEMBL967	
HDAC1	HDAC1	3065	TALC	inhibitor	ROMIDEPSIN	ROMIDEPSIN	ROMIDEPSIN	CHEMBL1213490	
PGR	627	5241	GuideToPharmacologyInteractions	antagonist	9061	PF-03882845	PF-03882845	CHEMBL3545175	
UBA3	UBE1C	9039	ChemblInteractions	inhibitor	CHEMBL1231160	PEVONEDISTAT	PEVONEDISTAT	CHEMBL1231160	
FFAR2	226	2867	GuideToPharmacologyInteractions	agonist	1060	ISOBUTYRIC ACID	ISOBUTYRIC ACID	CHEMBL108778	
BMPR2	1794	659	GuideToPharmacologyInteractions	inhibitor	8155	COMPOUND 13A [PMID: 23639540]			
CNR2	CB2A	1269	ChemblInteractions	agonist	CHEMBL3234681	Tedalinab	Tedalinab	CHEMBL3234681	
CHRM1	13	1128	GuideToPharmacologyInteractions	antagonist	307	4-DAMP	4-DAMP	CHEMBL76897	
AGTR1	TTDS00267	185	TTD	antagonist	DAP001257	SAPRISARTAN	SAPRISARTAN POTASSIUM	CHEMBL305544	
TUBA1B	TUBA1B	10376	ChemblInteractions	inhibitor	CHEMBL538943	VINORELBIN DITARTRATE	VINORELBIN DITARTRATE	CHEMBL538943	
GNRHR	256	2798	GuideToPharmacologyInteractions	agonist	3879	GOSERELIN	GOSERELIN	CHEMBL1201247	
GC	GC	2638	ChemblInteractions	inhibitor	CHEMBL712	ANISINDIONE	ANISINDIONE	CHEMBL712	
ATP1A1	TTDS00045	476	TTD	binder	DAP000465	OUABAIN	OUABAIN	CHEMBL222863	
ADCY5	1282	111	GuideToPharmacologyInteractions	inhibitor	5233	NKY80			
ADRA2A	ADRA2R	150	ChemblInteractions	agonist	CHEMBL134	CLONIDINE	CLONIDINE	CHEMBL134	
ACE2	1614	59272	GuideToPharmacologyInteractions	activator	7867	XNT [PMID: 18391097]			
ADRB2	29	154	GuideToPharmacologyInteractions	antagonist	543	ICI 118551	CHEMBL198059	CHEMBL198059	
CDC7	CDC7L1	8317	ChemblInteractions	inhibitor	CHEMBL3545321	NMS-1116354	NMS-1116354	CHEMBL3545321	
CHRNA3	NACHRA3	1136	ChemblInteractions	agonist	CHEMBL3545353	TC-6499	TC-6499	CHEMBL3545353	
HTR2C	HTR1C	3358	ChemblInteractions	antagonist	CHEMBL1200798	TRAZODONE HYDROCHLORIDE	TRAZODONE HYDROCHLORIDE	CHEMBL1200798	
CCR8	65	1237	GuideToPharmacologyInteractions	antagonist	816	VMCC-I			
MAPK14	1499	1432	GuideToPharmacologyInteractions	inhibitor	7817	TALMAPIMOD	TALMAPIMOD	CHEMBL514201	
HTR3A	5HT3R	3359	ChemblInteractions	antagonist	CHEMBL2107387	VORTIOXETINE HYDROBROMIDE	VORTIOXETINE HYDROBROMIDE	CHEMBL2107387	
LPAR1	272	1902	GuideToPharmacologyInteractions	antagonist	9498	BMS-986020			
CRHR1	TTDC00073	1394	TTD	antagonist	DCL000923	PEXACERFONT	PEXACERFONT	CHEMBL482950	
SPR	NK1R	6697	ChemblInteractions	antagonist	CHEMBL1471	APREPITANT	APREPITANT	CHEMBL1471	
CHRNA1	ACHRA	1134	ChemblInteractions	antagonist	CHEMBL1200641	CISATRACURIUM BESYLATE	CISATRACURIUM BESYLATE	CHEMBL1200641	
KCNA10	545	3744	GuideToPharmacologyInteractions	channel blocker	2328	CHARYBDOTOXIN			
KCNH4	KCNH4	23415	ChemblInteractions	blocker	CHEMBL1200728	GUANIDINE HYDROCHLORIDE	GUANIDINE HYDROCHLORIDE	CHEMBL1200728	
ABL1	1923	25	GuideToPharmacologyInteractions	allosteric modulator	8962	ASCIMINIB			
ADCYAP1R1	370	117	GuideToPharmacologyInteractions	antagonist	2266	N-STEARYL-[NLE17] NEUROTENSIN-(6-11)/VIP-(7-28)	AZELAIC ACID	CHEMBL1238	
CA7	2749	766	GuideToPharmacologyInteractions	inhibitor	7147	CHLORTHALIDONE	CHLORTHALIDONE	CHEMBL1055	
FAAH	FAAH1	2166	ChemblInteractions	inhibitor	CHEMBL112	ACETAMINOPHEN	ACETAMINOPHEN	CHEMBL112	
RORB	599	6096	GuideToPharmacologyInteractions	antagonist	2740	ALRT 1550	CHEMBL89241	CHEMBL89241	
CASR	GPRC2A	846	ChemblInteractions	positive allosteric modulator	CHEMBL1200776	CINACALCET HYDROCHLORIDE	CINACALCET HYDROCHLORIDE	CHEMBL1200776	
CCR3	60	1232	GuideToPharmacologyInteractions	antagonist	789	RO116-4875/608			
CALCB	CALC2	797	ChemblInteractions	inhibitor	CHEMBL3833320	EPTINEZUMAB	EPTINEZUMAB	CHEMBL3833320	
PAK2	2134	5062	GuideToPharmacologyInteractions	inhibitor	8132	IL-94			
P2RY10	165	27334	GuideToPharmacologyInteractions	agonist	2906	LPA			
PDE6B	PDEB	5158	ChemblInteractions	inhibitor	CHEMBL932	DIPYRIDAMOLE	DIPYRIDAMOLE	CHEMBL932	
PTGDR2	CRTH2	11251	ChemblInteractions	antagonist	CHEMBL560993	OC000459	OC000459	CHEMBL560993	
LTC4S	1391	4056	GuideToPharmacologyInteractions	inhibitor	9555	EXAMPLE 36 [WO2016177845]			
CACNG1	CACNLG	786	ChemblInteractions	modulator	CHEMBL593430	ATAGABALIN	ATAGABALIN	CHEMBL593430	
RAMP3	46	10268	GuideToPharmacologyInteractions	antagonist	700	α-CGRP-(8-37) (HUMAN)	MONOETHANOLAMINE	CHEMBL104943	
BMP10	BMP10	27302	ChemblInteractions	inhibitor	CHEMBL2109662	Delantercept	Delantercept	CHEMBL2109662	
FKBP1A	FKBP1	2280	ChemblInteractions	inhibitor	CHEMBL3545142	Olocrolimus	Olocrolimus	CHEMBL3545142	
HCAR1	311	27198	GuideToPharmacologyInteractions	agonist	1588	NICOTINIC ACID	NIACIN	CHEMBL573	
SIGMAR1	TTDS00129	10280	TTD	antagonist	DPR000097	RIMCAZOLE	RIMCAZOLE	CHEMBL275707	
CHRNA5	466	1138	GuideToPharmacologyInteractions	antagonist	3982	α-CONOTOXIN PNIA			
NDUFA2	NDUFA2	4695	ChemblInteractions	inhibitor	CHEMBL3545135	NV-128	NV-128	CHEMBL3545135	
CALCR	CALCR	799	ChemblInteractions	agonist	CHEMBL1201614	CALCITONIN HUMAN	CALCITONIN HUMAN	CHEMBL1201614	
HCN1	400	348980	GuideToPharmacologyInteractions	channel blocker	2357	IVABRADINE	IVABRADINE	CHEMBL471737	
