,cna_alk,cna_tp53,cna_egfr,cna_kras,cna_stk11,cna_keap1,rna_alk,rna_tp53,rna_egfr,rna_kras,rna_stk11,rna_keap1,prot_alk,prot_tp53,prot_egfr,prot_kras,prot_stk11,prot_keap1,phos_alk,phos_tp53,phos_egfr,phos_kras,phos_stk11,phos_keap1
ENSG00000015133.18,0.293161599,0.156644928,,,0.063361598,,,,,,,,,,,,,,,,,,,
ENSG00000015153.14,,0.453464555,,0.689714428,0.000873382,0.014453431,,,,,,,,,,,,,,,,,,
ENSG00000015171.19,0.251645978,,,,,0.025444879,,,,,,,,,,,,,,,,,,
ENSG00000015285.10,0.259165867,0.422234492,0.001834654,,,,,,,,,,,,,,,,,,,,,
ENSG00000015413.9,0.202554506,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000015475.18,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000015520.14,0.228052613,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000015532.9,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000015676.17,0.251645978,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000016082.14,0.00173619,0.708154916,0.178401388,,,,,,,,,,,,,,,,,,,,,
ENSG00000016391.10,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000016490.15,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000016602.9,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000016864.18,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000017260.19,0.251645978,0.208562717,,,,,,,,,,,,,,,,,,,,,,
ENSG00000017427.15,,,,0.078178141,2.19E-05,,,,,,,,,,,,,,,,,,,
ENSG00000017483.14,0.259165867,0.422234492,0.001834654,,,,,,,,,,,,,,,,,,,,,
ENSG00000017797.12,,0.001801276,,,0.000196015,0.10614403,,,,,,,,,,,,,,,,,,
ENSG00000018189.12,0.027542297,,0.64298606,,,,,,,,,,,,,,,,,,,,,
ENSG00000018236.14,,0.297256913,,0.824858691,0.0017411,0.014889635,,,,,,,,,,,,,,,,,,
ENSG00000018408.14,0.321418854,0.297256913,,,,,,,,,,,,,,,,,,,,,,
ENSG00000018510.13,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000018610.13,,0.000322916,0.00010662,,,,,,,,,,,,,,,,,,,,,
ENSG00000018625.14,,,,,,0.061621446,,,,,,,,,,,,,,,,,,
ENSG00000018699.11,,,,0.078178141,0.008294861,,,,,,,,,,,,,,,,,,,
ENSG00000018869.16,0.251645978,0.208562717,,,0.120127345,,,,,,,,,,,,,,,,,,,
ENSG00000019102.11,0.259165867,,,,0.140005705,,,,,,,,,,,,,,,,,,,
ENSG00000019144.18,0.251645978,,,,0.010038678,,,,,,,,,,,,,,,,,,,
ENSG00000019169.10,,,,0.212939261,0.120127345,,,,,,,,,,,,,,,,,,,
ENSG00000019186.9,,,0.053507078,,,,,,,,,,,,,,,,,,,,,
ENSG00000019485.13,0.293161599,0.453464555,0.410179526,,0.402664231,0.329698174,,,,,,,,,,,,,,,,,,
ENSG00000019505.7,0.293161599,0.453464555,0.410179526,,0.402664231,0.329698174,,,,,,,,,,,,,,,,,,
ENSG00000019549.9,,0.043518531,,0.521827038,0.016466816,0.19430533,,,,,,,,,,,,,,,,,,
ENSG00000019582.14,0.002601778,,0.020077311,,,,,,,,,,,,,,,,,,,,,
ENSG00000019991.15,,0.031136029,0.336423684,,,,,,,,,,,,,,,,,,,,,
ENSG00000019995.6,,,,,0.010038678,,,,,,,,,,,,,,,,,,,
ENSG00000020129.15,,,0.02449942,,,0.329698174,,,,,,,,,,,,,,,,,,
ENSG00000020181.17,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000020256.19,,0.708154916,0.178401388,,,0.33986036,,,,,,,,,,,,,,,,,,
ENSG00000020426.10,,0.031136029,,,0.278329438,,,,,,,,,,,,,,,,,,,
ENSG00000020577.13,0.632617861,0.15613183,,,0.225967205,0.53182132,,,,,,,,,,,,,,,,,,
ENSG00000020633.18,,,0.008705683,,,,,,,,,,,,,,,,,,,,,
ENSG00000020922.12,0.251645978,0.208562717,,,,,,,,,,,,,,,,,,,,,,
ENSG00000021300.13,0.259165867,0.422234492,,,0.140005705,,,,,,,,,,,,,,,,,,,
ENSG00000021355.12,,0.004639878,,,,,,,,,,,,,,,,,,,,,,
ENSG00000021461.16,,0.002119553,0.410179526,,,,,,,,,,,,,,,,,,,,,
ENSG00000021488.12,,0.031063091,0.410179526,,,0.329698174,,,,,,,,,,,,,,,,,,
ENSG00000021574.11,,,,0.113356145,0.001758719,,,,,,,,,,,,,,,,,,,
ENSG00000021645.18,0.274501897,0.257614575,0.64298606,,0.049670778,,,,,,,,,,,,,,,,,,,
ENSG00000021762.19,0.202554506,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000021776.10,0.069739012,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000021852.12,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000022267.16,,0.043518531,0.001373426,,,,,,,,,,,,,,,,,,,,,
ENSG00000022277.12,,0.698217365,0.059799916,,,,,,,,,,,,,,,,,,,,,
ENSG00000022355.16,0.070039641,0.422234492,0.142321436,,,,,,,,,,,,,,,,,,,,,
ENSG00000022556.15,,,,,,0.073489933,,,,,,,,,,,,,,,,,,
ENSG00000022567.9,,,0.64298606,,0.25077402,0.061621446,,,,,,,,,,,,,,,,,,
ENSG00000022840.15,,,,0.113356145,7.12E-07,,,,,,,,,,,,,,,,,,,
ENSG00000022976.15,0.259165867,0.422234492,,,0.018700839,,,,,,,,,,,,,,,,,,,
ENSG00000023041.11,,,,,0.0017411,0.073489933,,,,,,,,,,,,,,,,,,
ENSG00000023171.16,0.274501897,0.698217365,,,0.049670778,,,,,,,,,,,,,,,,,,,
ENSG00000023191.16,0.228052613,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000023287.12,,0.001801276,,0.450093622,0.00777085,0.32698951,,,,,,,,,,,,,,,,,,
ENSG00000023330.14,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000023445.13,0.251645978,0.208562717,0.336423684,,,,,,,,,,,,,,,,,,,,,
ENSG00000023516.8,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000023572.8,,,0.000385575,,,,,,,,,,,,,,,,,,,,,
ENSG00000023608.4,0.655929088,0.108817491,,,0.129861804,,,,,,,,,,,,,,,,,,,
ENSG00000023697.12,,,,,0.003492603,,,,,,,,,,,,,,,,,,,
ENSG00000023734.10,,,,,0.003492603,,,,,,,,,,,,,,,,,,,
ENSG00000023839.10,,,,,0.010038678,,,,,,,,,,,,,,,,,,,
ENSG00000023892.10,,,,,0.010038678,0.142653802,,,,,,,,,,,,,,,,,,
ENSG00000023902.13,,,,,,0.061621446,,,,,,,,,,,,,,,,,,
ENSG00000023909.9,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000024048.10,0.259165867,,0.482002842,,,,,,,,,,,,,,,,,,,,,
ENSG00000024422.11,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000024526.16,,,0.02449942,,,,,,,,,,,,,,,,,,,,,
ENSG00000025039.14,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000025156.12,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000025293.16,,0.453464555,0.410179526,,0.402664231,,,,,,,,,,,,,,,,,,,
ENSG00000025423.11,,,,,0.008294861,0.068574498,,,,,,,,,,,,,,,,,,
ENSG00000025434.18,0.274501897,0.698217365,0.293873755,,,,,,,,,,,,,,,,,,,,,
ENSG00000025708.13,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000025770.18,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000025772.7,,0.110850627,0.124314923,,,,,,,,,,,,,,,,,,,,,
ENSG00000025796.13,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000025800.13,,,0.00734663,,,0.33986036,,,,,,,,,,,,,,,,,,
ENSG00000026025.15,,0.422234492,,0.295549325,,0.005123886,,,,,,,,,,,,,,,,,,
ENSG00000026103.21,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000026508.17,0.274501897,0.698217365,0.64298606,,,,,,,,,,,,,,,,,,,,,
ENSG00000026559.13,,0.297256913,0.537115355,,,0.33986036,,,,,,,,,,,,,,,,,,
ENSG00000026751.16,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000026950.16,,0.110850627,0.482002842,,,,,,,,,,,,,,,,,,,,,
ENSG00000027001.9,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000027075.14,,0.031136029,,,0.278329438,,,,,,,,,,,,,,,,,,,
ENSG00000027644.4,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000027847.13,0.110434684,0.883692308,0.00734663,,,,,,,,,,,,,,,,,,,,,
ENSG00000027869.11,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000028116.16,,1,,0.271356354,0.063361598,0.329698174,,,,,,,,,,,,,,,,,,
ENSG00000028137.18,,,0.059799916,,,,,,,,,,,,,,,,,,,,,
ENSG00000028203.17,,,,0.078178141,5.13E-06,,,,,,,,,,,,,,,,,,,
ENSG00000028277.21,,,,,0.004564986,,,,,,,,,,,,,,,,,,,
ENSG00000028310.17,,0.698217365,,,,0.32698951,,,,,,,,,,,,,,,,,,
ENSG00000028528.14,0.069739012,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000028839.9,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000029153.14,0.352235344,,0.829726088,0.490936559,0.140005705,,,,,,,,,,,,,,,,,,,
ENSG00000029363.16,,0.004639878,,,,,,,,,,,,,,,,,,,,,,
ENSG00000029364.11,0.293161599,0.453464555,,,0.063361598,,,,,,,,,,,,,,,,,,,
ENSG00000029534.19,,0.001801276,,,0.049670778,,,,,,,,,,,,,,,,,,,
ENSG00000029559.6,0.005654202,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000029725.16,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000029993.14,,0.013173105,0.124314923,,,,,,,,,,,,,,,,,,,,,
ENSG00000030066.13,0.293161599,0.453464555,0.113079297,,,,,,,,,,,,,,,,,,,,,
ENSG00000030110.12,,0.422234492,0.482002842,,0.018700839,0.175069174,,,,,,,,,,,,,,,,,,
ENSG00000030582.17,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000031003.10,0.000247057,,0.336423684,,,,,,,,,,,,,,,,,,,,,
ENSG00000031081.10,0.293161599,0.453464555,,,,,,,,,,,,,,,,,,,,,,
ENSG00000031691.6,0.293161599,0.156644928,0.410179526,,0.402664231,,,,,,,,,,,,,,,,,,,
ENSG00000031698.12,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000031823.14,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000032219.18,0.632617861,0.0264918,0.469406788,,0.225967205,0.53182132,,,,,,,,,,,,,,,,,,
ENSG00000032389.12,0.274501897,,,0.0355372,0.000275458,,,,,,,,,,,,,,,,,,,
ENSG00000032444.15,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000032742.17,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000033011.11,0.013280392,,0.059799916,,,,,,,,,,,,,,,,,,,,,
ENSG00000033030.13,,,,0.113356145,7.12E-07,,,,,,,,,,,,,,,,,,,
ENSG00000033050.7,,0.004639878,,,,,,,,,,,,,,,,,,,,,,
ENSG00000033100.16,,0.004639878,,,,,,,,,,,,,,,,,,,,,,
ENSG00000033122.18,,,0.02449942,,,,,,,,,,,,,,,,,,,,,
ENSG00000033170.16,0.632617861,0.15613183,,,0.055838366,0.53182132,,,,,,,,,,,,,,,,,,
ENSG00000033178.12,0.228052613,,0.137467013,,,,,,,,,,,,,,,,,,,,,
ENSG00000033327.12,0.632617861,0.87676856,,,0.055838366,,,,,,,,,,,,,,,,,,,
ENSG00000033627.16,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000033800.13,0.069739012,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000034053.14,0.036335238,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000034239.10,,0.043518531,,0.521827038,0.016466816,0.19430533,,,,,,,,,,,,,,,,,,
ENSG00000034510.5,,0.698217365,,0.078178141,0.000275458,,,,,,,,,,,,,,,,,,,
ENSG00000034533.11,0.321418854,0.084484231,,0.824858691,0.425004736,,,,,,,,,,,,,,,,,,,
ENSG00000034677.12,,,0.124314923,,,,,,,,,,,,,,,,,,,,,
ENSG00000034713.7,0.009417886,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000034971.16,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000035115.21,0.251645978,,,0.078178141,0.010038678,,,,,,,,,,,,,,,,,,,
ENSG00000035141.7,,0.483941361,,0.225656177,0.140005705,0.522257742,,,,,,,,,,,,,,,,,,
ENSG00000035403.17,,,,0.113356145,,0.10614403,,,,,,,,,,,,,,,,,,
ENSG00000035499.12,0.000247057,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000035664.11,0.069739012,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000035681.7,,0.043518531,,0.521827038,0.016466816,0.061621446,,,,,,,,,,,,,,,,,,
ENSG00000035687.9,,,0.001834654,,,,,,,,,,,,,,,,,,,,,
ENSG00000035720.7,0.228052613,,0.137467013,,,,,,,,,,,,,,,,,,,,,
ENSG00000035862.12,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000035928.15,,0.013173105,0.124314923,,,,,,,,,,,,,,,,,,,,,
ENSG00000036054.12,,0.031136029,,,,,,,,,,,,,,,,,,,,,,
ENSG00000036473.6,0.228052613,,0.02449942,,,,,,,,,,,,,,,,,,,,,
ENSG00000036530.8,0.274501897,0.257614575,0.64298606,,0.049670778,,,,,,,,,,,,,,,,,,,
ENSG00000036549.12,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000036672.15,0.259165867,0.422234492,,,0.018700839,,,,,,,,,,,,,,,,,,,
ENSG00000036828.15,0.293161599,0.156644928,,,,,,,,,,,,,,,,,,,,,,
ENSG00000037042.8,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000037241.7,0.070039641,0.87676856,0.142321436,,,,,,,,,,,,,,,,,,,,,
ENSG00000037280.15,0.065755976,,0.020077311,,,,,,,,,,,,,,,,,,,,,
ENSG00000037474.14,,0.698217365,,,,0.32698951,,,,,,,,,,,,,,,,,,
ENSG00000037637.10,,,0.00734663,,,,,,,,,,,,,,,,,,,,,
ENSG00000037749.11,0.004682248,,0.080359878,,,,,,,,,,,,,,,,,,,,,
ENSG00000037757.13,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000037897.16,,,0.537115355,,0.120127345,0.33986036,,,,,,,,,,,,,,,,,,
ENSG00000037965.5,,,,,0.000873382,0.142653802,,,,,,,,,,,,,,,,,,
ENSG00000038002.8,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000038210.12,,0.043518531,,,,,,,,,,,,,,,,,,,,,,
ENSG00000038219.12,,0.208562717,0.336423684,,,,,,,,,,,,,,,,,,,,,
ENSG00000038274.16,0.049641491,0.708154916,0.178401388,,,,,,,,,,,,,,,,,,,,,
ENSG00000038295.7,0.069739012,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000038358.14,0.003500792,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000038427.15,0.000247057,,0.336423684,,,,,,,,,,,,,,,,,,,,,
ENSG00000038532.14,0.019260707,,0.124314923,,,,,,,,,,,,,,,,,,,,,
ENSG00000039068.18,0.003500792,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000039123.15,0.000375196,,0.124314923,,,,,,,,,,,,,,,,,,,,,
ENSG00000039319.16,0.000247057,,0.336423684,,,,,,,,,,,,,,,,,,,,,
ENSG00000039523.19,0.005654202,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000039537.13,,0.206082781,,,,,,,,,,,,,,,,,,,,,,
ENSG00000039560.13,,0.084484231,,,,,,,,,,,,,,,,,,,,,,
ENSG00000039600.10,0.002601778,0.483941361,0.829726088,,,,,,,,,,,,,,,,,,,,,
ENSG00000039650.11,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000039987.6,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000040199.18,0.005654202,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000040275.16,0.036335238,0.453464555,0.410179526,,,,,,,,,,,,,,,,,,,,,
ENSG00000040341.17,0.632617861,0.422234492,,0.697757494,0.225967205,0.165218108,,,,,,,,,,,,,,,,,,
ENSG00000040487.12,,,0.008705683,,,,,,,,,,,,,,,,,,,,,
ENSG00000040608.13,,0.043518531,,,,,,,,,,,,,,,,,,,,,,
ENSG00000040633.12,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000040731.10,,0.084484231,,,,,,,,,,,,,,,,,,,,,,
ENSG00000040933.15,,,,,0.049670778,,,,,,,,,,,,,,,,,,,
ENSG00000041357.15,0.112866872,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000041515.15,,,0.059799916,,,,,,,,,,,,,,,,,,,,,
ENSG00000041802.10,0.259165867,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000041880.14,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000041988.15,,,0.293873755,,,0.32698951,,,,,,,,,,,,,,,,,,
ENSG00000042062.11,,0.051087789,0.293873755,,,,,,,,,,,,,,,,,,,,,
ENSG00000042088.13,0.321418854,0.084484231,0.537115355,,0.120127345,,,,,,,,,,,,,,,,,,,
ENSG00000042286.14,,,,0.078178141,,0.073489933,,,,,,,,,,,,,,,,,,
ENSG00000042317.16,0.293161599,0.156644928,0.410179526,,0.063361598,,,,,,,,,,,,,,,,,,,
ENSG00000042429.11,0.228052613,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000042445.13,,1,,0.078178141,2.19E-05,,,,,,,,,,,,,,,,,,,
ENSG00000042493.15,,1,,0.078178141,2.19E-05,,,,,,,,,,,,,,,,,,,
ENSG00000042753.11,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000042781.12,,,0.001834654,,,,,,,,,,,,,,,,,,,,,
ENSG00000042813.7,0.274501897,0.257614575,0.059799916,,,,,,,,,,,,,,,,,,,,,
ENSG00000042832.11,,,0.410179526,,,0.068574498,,,,,,,,,,,,,,,,,,
ENSG00000043039.6,0.251645978,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000043093.13,,0.422234492,,,,,,,,,,,,,,,,,,,,,,
ENSG00000043143.20,0.000607975,,0.293873755,,,,,,,,,,,,,,,,,,,,,
ENSG00000043355.11,,0.043518531,,,0.049670778,,,,,,,,,,,,,,,,,,,
ENSG00000043462.11,0.049641491,0.297256913,0.537115355,,,,,,,,,,,,,,,,,,,,,
ENSG00000043514.15,,,0.098119234,,0.600280184,0.522257742,,,,,,,,,,,,,,,,,,
ENSG00000043591.5,,,,,0.0017411,0.073489933,,,,,,,,,,,,,,,,,,
ENSG00000044012.3,,,0.00734663,,,0.33986036,,,,,,,,,,,,,,,,,,
ENSG00000044090.8,0.259165867,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000044115.20,0.000247057,,0.336423684,,,,,,,,,,,,,,,,,,,,,
ENSG00000044446.11,0.019260707,0.422234492,0.02449942,,,,,,,,,,,,,,,,,,,,,
ENSG00000044459.14,0.228052613,,0.137467013,,,,,,,,,,,,,,,,,,,,,
ENSG00000044524.10,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000046647.13,0.009417886,,0.137467013,,,,,,,,,,,,,,,,,,,,,
ENSG00000046651.14,0.009417886,,0.137467013,,,,,,,,,,,,,,,,,,,,,
ENSG00000046653.14,0.009417886,,0.137467013,,,,,,,,,,,,,,,,,,,,,
ENSG00000046774.9,,0.208562717,0.000385575,,,,,,,,,,,,,,,,,,,,,
ENSG00000046889.18,,0.007381401,,0.216217673,0.120127345,0.19430533,,,,,,,,,,,,,,,,,,
ENSG00000047056.14,,,,,,0.014889635,,,,,,,,,,,,,,,,,,
ENSG00000047188.15,0.000247057,,0.336423684,,,,,,,,,,,,,,,,,,,,,
ENSG00000047230.14,0.013280392,,0.059799916,,,,,,,,,,,,,,,,,,,,,
ENSG00000047249.17,,0.000708171,,0.216217673,0.002281709,0.19430533,,,,,,,,,,,,,,,,,,
ENSG00000047315.15,0.228052613,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000047346.12,0.069739012,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000047365.11,0.251645978,,0.336423684,,,,,,,,,,,,,,,,,,,,,
ENSG00000047410.13,,,0.000385575,,,,,,,,,,,,,,,,,,,,,
ENSG00000047457.13,0.259165867,0.110850627,,,,,,,,,,,,,,,,,,,,,,
ENSG00000047578.12,0.228052613,,0.02449942,,,,,,,,,,,,,,,,,,,,,
ENSG00000047579.19,,0.208562717,,0.212939261,,,,,,,,,,,,,,,,,,,,
ENSG00000047597.5,0.228052613,,0.02449942,,,,,,,,,,,,,,,,,,,,,
ENSG00000047617.14,,,,,0.0017411,0.073489933,,,,,,,,,,,,,,,,,,
ENSG00000047621.11,,,,,0.004564986,0.014889635,,,,,,,,,,,,,,,,,,
ENSG00000047634.14,0.019260707,0.422234492,0.02449942,,,,,,,,,,,,,,,,,,,,,
ENSG00000047644.18,0.228052613,,0.02449942,,,,,,,,,,,,,,,,,,,,,
ENSG00000047648.21,0.019260707,0.422234492,0.02449942,,,,,,,,,,,,,,,,,,,,,
ENSG00000047662.4,,0.208562717,0.336423684,,,,,,,,,,,,,,,,,,,,,
ENSG00000047849.21,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000047932.13,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000047936.10,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000048028.11,0.259165867,0.422234492,,,0.018700839,,,,,,,,,,,,,,,,,,,
ENSG00000048052.21,,0.043518531,,,,,,,,,,,,,,,,,,,,,,
ENSG00000048140.17,0.110434684,0.883692308,0.00734663,,,,,,,,,,,,,,,,,,,,,
ENSG00000048162.20,0.088630935,1,0.002646418,,,,,,,,,,,,,,,,,,,,,
ENSG00000048342.15,,0.257614575,0.293873755,,,,,,,,,,,,,,,,,,,,,
ENSG00000048392.11,,,0.137467013,,,,,,,,,,,,,,,,,,,,,
ENSG00000048405.9,0.293161599,0.031063091,0.113079297,,,,,,,,,,,,,,,,,,,,,
ENSG00000048462.10,0.013280392,,0.059799916,,,,,,,,,,,,,,,,,,,,,
ENSG00000048471.13,0.013280392,,0.059799916,,,,,,,,,,,,,,,,,,,,,
ENSG00000048540.14,,,,,0.0017411,,,,,,,,,,,,,,,,,,,
ENSG00000048544.5,0.259165867,,0.124314923,,,,,,,,,,,,,,,,,,,,,
ENSG00000048545.13,0.259165867,,0.124314923,,,,,,,,,,,,,,,,,,,,,
ENSG00000048649.13,0.632617861,0.87676856,,,0.055838366,,,,,,,,,,,,,,,,,,,
ENSG00000048707.13,,,0.059799916,,,,,,,,,,,,,,,,,,,,,
ENSG00000048740.18,,,,,,0.025444879,,,,,,,,,,,,,,,,,,
ENSG00000049089.13,,,0.098119234,,0.600280184,0.522257742,,,,,,,,,,,,,,,,,,
ENSG00000049130.14,,,,0.271356354,0.000873382,0.329698174,,,,,,,,,,,,,,,,,,
ENSG00000049167.13,0.000247057,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000049192.14,0.000212971,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000049239.12,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000049245.12,,,0.124314923,,,,,,,,,,,,,,,,,,,,,
ENSG00000049246.14,,,0.124314923,,,,,,,,,,,,,,,,,,,,,
ENSG00000049247.13,,,0.124314923,,,,,,,,,,,,,,,,,,,,,
ENSG00000049249.8,,,0.124314923,,,,,,,,,,,,,,,,,,,,,
ENSG00000049283.17,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000049323.15,,,,0.078178141,0.013348311,,,,,,,,,,,,,,,,,,,
ENSG00000049449.8,0.259165867,,0.482002842,,,,,,,,,,,,,,,,,,,,,
ENSG00000049540.16,,0.257614575,0.293873755,,,,,,,,,,,,,,,,,,,,,
ENSG00000049541.10,,0.422234492,0.482002842,,,,,,,,,,,,,,,,,,,,,
ENSG00000049656.13,,0.483941361,0.829726088,,,0.103659117,,,,,,,,,,,,,,,,,,
ENSG00000049768.14,0.259165867,0.422234492,0.02449942,,,,,,,,,,,,,,,,,,,,,
ENSG00000049769.12,0.259165867,0.422234492,0.02449942,,,,,,,,,,,,,,,,,,,,,
ENSG00000049860.13,0.000212971,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000049883.14,0.000212971,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000050030.13,0.228052613,0.043518531,0.137467013,,,,,,,,,,,,,,,,,,,,,
ENSG00000050130.17,0.655929088,0.0264918,,,0.129861804,,,,,,,,,,,,,,,,,,,
ENSG00000050165.17,0.251645978,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000050327.14,,0.004639878,,,,,,,,,,,,,,,,,,,,,,
ENSG00000050344.8,,0.043518531,0.137467013,,,,,,,,,,,,,,,,,,,,,
ENSG00000050393.11,,0.257614575,0.64298606,0.521827038,0.25077402,,,,,,,,,,,,,,,,,,,
ENSG00000050405.13,,0.297256913,,,0.0017411,0.014889635,,,,,,,,,,,,,,,,,,
ENSG00000050426.15,,0.297256913,,,0.0017411,0.014889635,,,,,,,,,,,,,,,,,,
ENSG00000050438.16,,0.297256913,,,0.0017411,0.014889635,,,,,,,,,,,,,,,,,,
ENSG00000050628.20,,,0.137467013,,,,,,,,,,,,,,,,,,,,,
ENSG00000050730.15,0.003500792,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000050748.17,0.070039641,,0.00734663,,,,,,,,,,,,,,,,,,,,,
ENSG00000050767.15,0.003500792,,0.00734663,,,,,,,,,,,,,,,,,,,,,
ENSG00000050820.16,0.005654202,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000051009.10,0.228052613,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000051108.14,0.228052613,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000051128.18,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000051180.16,0.036335238,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000051341.13,0.293161599,0.453464555,,,,,,,,,,,,,,,,,,,,,,
ENSG00000051382.8,,0.208562717,,,,,,,,,,,,,,,,,,,,,,
ENSG00000051523.10,0.168209941,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000051596.9,0.088630935,1,0.002646418,,,,,,,,,,,,,,,,,,,,,
ENSG00000051825.14,,,,0.191254875,5.13E-06,,,,,,,,,,,,,,,,,,,
ENSG00000052126.14,,,,,0.004564986,,,,,,,,,,,,,,,,,,,
ENSG00000052344.15,0.259165867,,0.02449942,,,,,,,,,,,,,,,,,,,,,
ENSG00000052723.11,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000052749.13,,,,,0.010038678,,,,,,,,,,,,,,,,,,,
ENSG00000052795.12,0.003500792,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000052802.12,0.069739012,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000052841.14,0.274501897,0.698217365,0.293873755,,,,,,,,,,,,,,,,,,,,,
ENSG00000052850.5,0.293161599,0.453464555,0.410179526,,0.402664231,0.329698174,,,,,,,,,,,,,,,,,,
ENSG00000053108.16,0.000375196,,0.124314923,,,,,,,,,,,,,,,,,,,,,
ENSG00000053254.15,0.321418854,0.084484231,0.537115355,,0.120127345,,,,,,,,,,,,,,,,,,,
ENSG00000053328.8,,,,,,,,,,,,,,,,,,,,,,,,
ENSG00000053371.12,,,0.008705683,,,,,,,,,,,,,,,,,,,,,
