gene	lung_mean_CRISPR
GTF2A1L	-0.17854317
STON1	0.144804415
RCC1	-1.477746471
PIM2	
MID2	
PAPD7	0.048062226
UPK1A	-0.188826924
SLC35D2	-0.105446036
ADRM1	-0.588275193
CHD1	-0.302141774
NUDT21	-1.564174427
OGFR	-0.447093254
ZPBP	0.075891288
DDX52	-0.569954951
ABHD2	-0.103209274
WWP1	0.033886355
CHD2	-0.08070316
WWP2	-0.111545364
CNMD	
DUS4L	-0.123281589
SOX30	0.065979861
CNTRL	-0.133905026
UBE2C	-0.50559259
SNRNP35	-1.174660288
C10orf10	-0.085341907
CYB561D2	-0.204187773
RAPGEF4	-0.022748386
CHD3	-0.089101552
DUSP14	-0.105082188
TOPBP1	-0.947788815
TRIM31	0.057882914
STMN2	-0.028201583
HSF2BP	0.127977833
TRIOBP	-0.184804905
RER1	-0.349642512
CHD4	-1.156699416
DNAJB4	0.063950739
KERA	0.174799543
ESM1	0.226727879
DIDO1	-0.497416867
ADAM30	-0.234757674
ADAM29	0.156454881
AKR1C4	0.052570638
WDR5	-1.235385005
ADAMTS13	-0.088212915
CACFD1	0.063319321
ADAMTS8	0.021887967
ADAMTS5	0.123301512
PRSS23	0.155400038
PTPN21	-0.029933946
ADCY5	0.11133905
HNRNPUL1	-0.050020688
RPP14	-1.086083477
KRR1	-1.15250853
KATNA1	-0.155943656
PRDM7	-0.006952432
PRDM5	0.049649381
PRDM4	0.059568015
CHEK1	-1.520153772
HIBADH	-0.056954976
CIT	-0.521743479
FGFR1OP	-0.717271329
EMILIN1	-0.074180783
BTN3A2	0.15365471
BTN3A1	0.169774608
FOXN3	-0.009046319
BTN2A1	-0.002697938
PTPRT	-0.071609561
RCAN3	0.062248244
FAF1	-0.223066039
CD160	-0.010908078
KIF3A	0.046744413
POLR3A	-1.753294458
CLASRP	-0.557654965
CHGA	-0.089138599
ZWINT	-0.553748162
CAPN11	-0.132158701
CAPN10	-0.025525646
KPTN	-0.039199036
CDC42EP1	-0.044701072
SLC7A9	-0.085063301
PWP1	-0.904984043
CHGB	0.038353335
CDC37	-1.10966704
IL1RAPL1	
PKIG	-0.095796084
KAT7	-0.309610459
DMC1	-0.072447135
PLA2G16	-0.069783728
GLMN	-0.567086549
HHLA2	0.017191783
BVES	-0.047802295
CORO1A	-0.080986498
WDR45	
FICD	-0.112841367
AP4S1	-0.28472209
LDB3	-0.081201613
PTP4A3	-0.135852956
LSM6	-1.024944027
RABL2B	-0.205201071
RABL2A	-0.311830217
CHI3L1	-0.014813509
ERLIN2	0.015380179
ERG28	
NUDT6	0.094422477
NUDT4	-0.880370683
NUDT5	-0.000727732
NUDT3	-0.044567084
SOX21	0.057465421
FSTL1	0.05689222
PSIP1	0.003402176
WDHD1	-1.155892059
CHI3L2	-0.128941969
FAM107A	-0.092972775
STRAP	-0.931866475
INSL6	0.146762369
ADAMTS7	-0.234940549
ADAMTS6	0.014279458
BAZ2A	-0.086736979
BAZ1A	-0.109829162
LZTS1	-0.025087629
ZNF277	-0.088373797
CHIT1	-0.107233778
WDR6	-0.210616021
SLC2A6	-0.155288312
MAP4K5	
MAP4K1	-0.03099403
INMT	-0.133306831
RASSF1	0.041579892
PKP3	0.016589958
NISCH	-0.418509815
CELF3	-0.088088525
CHKA	-0.397486492
CEP250	-0.215720668
PTENP1	
ABCB8	0.075062481
SEC23IP	-0.16434789
WIF1	-0.05277483
SUPT16H	-0.978598587
ANXA10	0.024103521
ADCY6	0.08108876
CHKB	-0.161410329
CHEK2	0.213874255
POLI	0.291242694
KLK8	-0.042302554
MST1P2	
CHM	
FZD10	0.129799662
PLPBP	
IRAK3	0.021482759
AKAP13	-0.073139834
AKAP11	0.030378162
AKAP10	-0.093862087
AKAP2	-0.008121235
DDX20	-0.833907893
TREX2	
CHML	-0.000680068
DUSP10	-0.155802532
MRPL3	-0.629702973
MST1L	
RPL35	-1.216049373
GALNT6	-0.187155503
GALNT5	0.037790346
RASSF8	-0.02565718
CHN1	0.228257243
PRAF2	
SEC63	-0.735002914
HPS5	-0.059171369
PDCD10	0.335679145
RNF139	-0.218559571
RNF24	0.087133969
CA5B	
EGLN2	-0.484468162
EGLN3	0.014785921
CHN2	-0.029895147
PADI2	-0.041951031
BIRC8	-0.1930664
PMF1	-1.162468071
ZHX1	0.04677216
GPR176	0.125507959
CAVIN3	
NXPH4	0.080565638
PRRT2	-0.112244435
ERI2	-0.020605588
NXPH3	-0.070533007
SAT2	0.006837916
DTD2	-0.369429377
GTF3C6	-0.840201365
GPR45	-0.286354835
PTGDR2	0.074250554
PACSIN2	-0.015414306
MAN1B1	-0.012462864
SLC6A14	
HRH3	-0.018344176
SNX18	-0.054925065
DCTN3	-0.943482955
FILIP1L	-0.102207882
XPOT	-0.405061388
MRAP2	-0.036078007
CHP1	-0.338703346
RWDD2A	0.02161662
CMTM7	0.219106354
SP140	0.110448424
PXMP4	-0.045617428
DUSP12	-0.187361321
SNF8	-0.9776615
DDX19B	-0.518481393
TUBA3E	-0.01156579
PRR4	0.106660139
RDH13	-0.236231069
ATXN2L	-0.084385348
USP18	-0.340131171
IL17F	-0.115385903
KLHL2	-0.130354177
STX1B	-0.195924873
SYNRG	-0.089387592
TREX1	-0.034690414
GLMP	
KLF12	0.01826944
KLF8	
CHRM1	-0.008658043
SCN11A	0.121025863
KRT71	-0.022265526
POU6F2	0.028988314
FDX1L	-0.418449604
HOGA1	-0.122618193
MGAT4B	-0.022633747
CYP4F8	
PNKP	-0.742900462
WDR89	-0.179277034
L3HYPDH	-0.170841263
B4GALT7	-0.208606624
TP53RK	-0.720445845
SGF29	
PHF21B	-0.097868186
CHRM2	0.106419169
VPS26B	-0.002125322
GLB1L3	0.019893462
NACC1	-0.222751887
CFAP36	
MED8	-1.4453852
ADCY7	0.162760107
LYST	-0.030757913
RPUSD1	0.094771664
PLCD3	
SLCO2B1	0.122428907
PTH2	0.016036018
CHRM3	0.079022178
MTFR2	0.005794769
LYPLA2	-0.24840528
CDCA5	-1.149682799
CD300A	0.088618867
PARK7	-0.014387384
COPE	-1.11512706
RBPJL	-0.154923073
SAAL1	-0.120368239
IZUMO4	-0.100877718
SCAMP4	-0.056392688
ADAT3	-0.484207113
GPR182	-0.116839413
CHST14	0.142026404
ECD	-1.326311846
CHRM4	-0.062944518
MGAT4A	-0.212295933
CASC4	-0.012213088
GPN1	-1.431827319
KIF12	-0.034063153
SLC46A1	
DDX42	-1.129439615
LARP4	-0.469666911
VSIG4	
GLCCI1	0.153014758
FKBP9	0.133584329
STK38	0.184719492
CHRM5	-0.029400578
CTRC	-0.03607159
PHB2	-1.116553564
ACOT7	0.017544833
PDAP1	-1.05520411
TUSC2	-0.351432347
CBX3	0.047712835
GABARAP	-0.100649083
U2AF2	-1.362409003
OIP5	-1.0893126
CHRNA1	-0.023087748
EXOSC8	-1.521829479
TEX261	-0.044631316
RNF13	0.002164597
MGLL	-0.101779026
TWF2	-0.208205056
GABARAPL2	0.05547772
AZIN2	-0.125431187
TUBA3D	-0.404736508
SYNPO	0.112131194
HELQ	-0.055265229
CMTM1	0.0560739
CHRNA3	0.178262036
CYP2U1	-0.112933673
ADPRHL1	-0.226470821
MFSD3	-0.026594763
SDSL	-0.086823609
CHRNA4	-0.173752396
ODF3	-0.024335388
CHRNA5	-0.077205812
HENMT1	-0.103781923
SLC35A4	0.098201618
ZNF257	0.151970005
CHRNA7	-0.137440662
ADCY8	-0.013504506
CHRNB1	-0.037030974
ZIM3	0.140736206
TOE1	-0.704441572
LINC00310	
BUD23	
TRIM9	-0.264493443
CHRNB2	0.012511168
TXNRD3	
SIGLEC11	-0.057564504
SLC2A13	-0.108673546
CHRNB3	0.086965239
LACTB	-0.162789098
PALM2	0.029317364
CHRNB4	0.047665907
EFHC1	-0.229452407
CHRND	-0.356566622
CHRNE	-0.057870177
NLRP3	0.045194196
MAL2	
SLC22A9	-0.227336053
CHRNG	-0.33221049
TIRAP	0.13930487
ERMAP	-0.068347671
CHUK	-0.132354082
CYGB	-0.076702076
CARD16	-0.028321773
PGLYRP2	-0.038762823
PGLYRP3	-0.105366471
PKD1L2	
BTBD9	-0.320577938
LMTK3	-0.021745317
CSMD2	0.021328102
MBD6	-0.166853346
XKR4	-0.009206037
GPRIN1	-0.10555286
CSMD3	0.10585532
SLC25A25	-0.349330036
STK11IP	0.016275159
KLHL32	0.072809983
FMNL2	0.073910821
ELFN2	-0.002770295
TMEM132B	-0.030682702
SLITRK1	0.086787287
ESCO1	-0.074210119
TMEM200A	-0.005025608
MYSM1	-0.064772188
RNF157	0.018031008
GALNT13	0.149639889
GNRHR2	
SORCS1	0.026727774
KLHL29	0.075798747
ZBED9	0.138637767
RHPN1	-0.419124395
LENG8	-0.797140428
PNMA5	
PWWP2A	-0.063873721
SMYD4	0.053410976
SLAMF6	0.20933001
OSBPL1A	-0.112382598
OSBPL5	0.077367047
OSBPL6	-0.0629571
OSBPL7	-0.303618318
OSBPL9	-0.082014627
OSBPL10	0.034659231
OSBPL11	-0.017444652
C1QTNF1	-0.311977558
C1QTNF2	-0.03563777
C1QTNF3	0.091434814
CIDEA	0.03535178
C1QTNF6	-0.139042102
C1QTNF7	0.126619399
FBXO32	0.133106025
TMEM123	0.164399686
EPB41L4A-AS1	
GPRASP2	
MRFAP1L1	-0.097084794
TSGA13	-0.015022559
PTPMT1	-0.803571951
WDR31	0.183858105
VASN	0.011159963
ZNF618	0.069094989
ADCY9	0.032329712
MB21D1	-0.061341852
SLC26A9	0.059607632
NT5C3B	-0.297978514
HAUS1	-1.647957629
3-Mar	-0.03868503
ZNF554	-0.092604327
CKB	0.156573573
ATG4A	
KCTD12	0.000144093
OMA1	-0.076314193
DDIT4L	0.038946363
RAB42	-0.068758021
SLC25A26	-0.625573855
FBXO17	0.126311188
PCMTD1	-0.089130812
CIRBP	0.003014069
GPR146	0.057321806
FCRL1	0.042817806
FCRL3	-0.131924568
GBP4	-0.2014101
GBP5	-0.221762593
CISH	-0.172282914
UHRF2	-0.073780604
TBCB	-1.451504588
ZNF689	-0.163630493
FCHO2	-0.089138444
ARHGEF25	-0.096145374
ZNF501	-0.021553176
SLC5A11	0.024714872
TNFRSF13C	0.086716182
KIR3DL3	0.164180597
ALPK2	0.102843817
ARHGAP33	-0.100890888
EVI5L	-0.171775479
TRMT61A	-0.369021442
RASGRP4	-0.10602598
DIS3L	-0.264272413
ARL11	-0.062201708
FANCD2OS	0.031372535
CKM	-0.085987135
IQCD	-0.057600386
DHRS1	-0.160452545
WDFY2	0.003456128
RAB3C	0.050928603
NXNL1	-0.095104511
CKMT1B	0.139937796
CTHRC1	0.000609831
CCDC151	-0.031083811
ZNF653	-0.082605609
RNF166	0.040866681
ADCYAP1	0.189533002
CKMT2	0.116514118
RMI2	-0.240971725
OSR2	-0.020533485
BATF2	-0.242017364
SLC22A12	0.030677254
DNTTIP1	-0.018936737
DIRC1	0.109151287
ERCC8	-0.042132421
FOXP4	-0.081251707
ZNF526	-0.077883389
FMO9P	
LRRC3B	-0.044295931
KLHDC3	-0.027903116
WDR92	-1.012504707
NUS1	-1.396225505
FAM210B	0.159276143
PHACTR3	-0.107245847
CYYR1	0.179912516
TGM7	-0.011610428
TM4SF19	0.040246211
ZMYND19	0.044497039
COX20	-0.273960844
ABHD15	-0.135804914
TLCD1	-0.421487088
GINM1	0.100073776
MOGAT1	0.047349134
ACSM1	0.096560212
CKS1B	-0.29201052
C8orf34	0.065105625
PANX3	0.082069765
RBP7	0.070294788
LYPD1	-0.00560159
IL22RA2	-0.029271201
CKS2	-0.224404376
TM4SF18	-0.137670318
GRIN3A	-0.101444224
GRIN3B	-0.109889444
TOP1MT	-0.097315958
OLIG1	-0.068833437
CLNK	0.028021218
FAM129A	-0.048894642
MAS1L	0.020136621
MRGPRD	-0.015310426
APOA5	-0.013483871
MRGPRE	-0.2454862
MRGPRF	0.04175896
RPL39L	0.055757117
HSPA12B	0.049096882
SNAP47	0.063005992
LEAP2	0.035088221
SLC18B1	-0.00091596
LRG1	0.041274895
MED12L	0.175375201
WDR17	-0.00938149
ART5	0.030139234
ACAP3	-0.193751677
ARAP2	0.116007288
ARAP1	-0.05416065
AGAP2	-0.365722353
AGAP1	-0.128548959
AGAP3	0.081255735
ADCYAP1R1	-0.045948586
CATSPER1	-0.171254393
THEM4	-0.169718337
DACH2	
SCGB3A2	-0.045724328
SH2D1B	-0.096675876
WFIKKN1	-0.085633369
RAB3IP	-0.022221695
SSX2IP	-0.064567846
MRGPRX2	0.148767778
MRGPRX3	-0.201562921
MRGPRX4	-0.016219017
HRASLS5	-0.224186496
FTSJ3	-0.669011679
SLC16A10	0.008116521
GALNT15	0.018523071
IP6K3	-0.1174749
DEFB118	-0.184137079
CIB3	-0.000503522
TAGAP	0.114302672
AP2M1	-0.835737814
AP1S1	-0.225241645
AP2S1	-0.896282284
TMC1	-0.07862445
TMC2	0.028516941
RLN3	-0.170754874
TWIST2	-0.01666496
PARD3B	-0.010454462
RFFL	-0.465730365
AP3S1	-0.156927312
ZNF354B	0.09679151
CLC	-0.013401871
TRIM6	-0.01672387
CLCA1	0.134819938
ADD1	0.080437049
CLCN1	0.0600225
CLCN2	-0.12045418
CLCN3	0.074637294
CLCN4	
CLCN5	
LINC00161	
UBE2J2	-0.423848982
PCAT4	
BORCS5	
ANTXR2	0.11579196
MUCL1	-0.053186747
GPR62	-0.067983338
EXOSC6	-1.24329549
C10orf71	0.346233991
CHCHD1	-0.9151236
CFAP70	
CLCN6	0.010821652
CLCN7	-0.172789508
BTBD16	0.120255164
PSTK	-0.721367158
CLCNKA	-0.006888554
ZNF488	0.049755969
PIK3AP1	0.215569899
CLCNKB	-0.109129411
MORN4	-0.150031259
ZFYVE27	-0.086700312
MMP21	0.109864858
COMTD1	-0.133302112
FRA10AC1	0.049636309
ANKRD22	-0.245314158
SFXN2	-0.008354758
PDZD8	0.042869609
ADD2	-0.089032326
AGAP4	0.342428707
BORCS7	
CLU	0.030182089
LYZL2	
CLIC1	-0.097101527
CLIC2	
AGAP11	
GSTO2	-0.03808113
SFR1	-0.392297866
CALHM3	-0.048015115
CTAGE7P	
CLRN3	0.146430387
CLK1	-0.141922665
SFXN4	-0.198667355
CPXM2	-0.026859068
CLK2	-0.524617891
OR51A7	0.155465623
OR51S1	0.009639499
OR51F2	0.122711413
OR52R1	-0.005178235
CLK2P1	
C11orf74	0.11081368
OR52M1	0.024878731
OR52K2	0.205712822
CLK3	-0.119293549
SERPINA3	0.03681486
ADD3	0.041078772
TPP1	0.171043339
OR5P2	0.081955692
OR5P3	0.186588804
LARGE2	
CLN3	-0.1846648
SLC36A4	0.161927272
FAT3	
CYP2R1	0.154402162
CLN5	0.001971696
PIH1D2	0.074973445
NXPE1	0.075615671
NXPE2	-0.026351326
JAML	
DNAJC24	-0.077120165
ARL14EP	0.068377652
CLNS1A	-1.502476481
OR2D3	0.22544578
OR2D2	0.035715065
OR52W1	-0.136942181
OR56A4	0.011480187
OR56A1	0.067570572
CLPS	-0.395369461
DEPDC4	0.100678312
LRRK2	-0.03834856
CLPTM1	-0.191664801
CCDC38	-0.198758015
TMEM52B	0.039960357
FAM186A	-0.29226407
C12orf45	-0.620741376
CLTA	0.177589003
CLTB	-0.311597708
SDR9C7	-0.014133391
LRIG3	0.078287016
TMEM132D	-0.046739243
SLC15A4	-0.042450249
RHEBL1	-0.060797577
C12orf54	0.075169738
ZNF641	0.079795689
TPH2	-0.338374873
CLTC	-1.455202299
SP7	-0.236286525
GTSF1	-0.132505906
KRT74	-0.068647982
NEDD1	-1.709923117
IKBIP	0.050304309
CMA1	-0.069543077
HIST4H4	-0.022254822
ERP27	0.016551751
FGD4	-0.014631193
AEBP2	-0.123744794
ASCL4	-0.050992919
BTBD11	-0.177243003
SPIC	-0.236387952
ALKBH2	0.118125343
FOXN4	-0.32361125
SPPL3	0.186630055
TEX29	-0.239412661
CSNK1A1L	-0.058942698
RXFP2	0.071554095
SPACA7	-0.2553383
TDRD9	0.214685227
AK7	-0.124609224
C14orf28	-0.101127454
TRAPPC6B	-0.177285244
C14orf79	-0.000731977
PLD4	-0.123997099
ADSSL1	-0.210670155
RNASE11	-0.162417082
RNASE8	0.199610178
MRPL52	-0.083654905
OR4K14	0.086808103
OR4L1	0.109961723
OR11H6	-0.027161241
LRR1	-1.665713032
KLHDC1	-0.117194076
FRMD6	-0.000810406
SOCS4	-0.094734765
NAA30	-0.348526308
NOXRED1	0.147591991
JDP2	0.109577228
ISCA2	-0.821218963
ACOT4	-0.2455902
PLIN2	-0.192464166
CCR1	0.041389681
TTC8	0.159825153
SLC24A4	-0.002102687
SLC25A29	-0.14289706
DEGS2	0.170537982
LEO1	-0.320003621
CCR3	-0.139564134
SENP8	-0.2139765
MTFMT	-0.109908567
SLC51B	-0.123908809
CCR4	-0.152229089
LRRC28	-0.057309379
CCR5	-0.286974751
CCR6	0.016060631
CCR7	-0.028490128
HYKK	-0.141723854
CCR8	-0.081262997
FSD2	-0.038127805
PLA2G4E	-0.179059481
C16orf46	-0.226883273
ACKR2	0.111272122
NTAN1	-0.168292088
FOPNL	0.152508304
DNAAF1	0.081951104
DCUN1D3	0.100919677
NRN1L	0.016134459
CMTM3	0.034516003
C16orf78	0.13166671
ADH1A	0.009484596
CMKLR1	-0.140190975
SPATA33	-0.115874703
NOXO1	-0.108278342
CCDC78	-0.453229683
LTB4R	-0.2983828
ANKRD26P1	
ZG16B	-0.012474386
PRSS30P	
PAQR4	-0.226329265
ZC3H18	-0.835499609
GPR139	0.042963179
CDYL2	0.035846637
ABCC2	-0.025262721
ANKS3	-0.113969332
12-Sep	-0.093316769
ZNF720	-1.011889722
TMEM219	0.011865334
EARS2	-0.865168552
TMEM170A	0.037915516
HSF5	-0.098151653
OR4D2	-0.277407044
MSI2	-0.126558417
SLC38A10	-0.136682041
CANT1	-0.188157634
USH1G	-0.429618309
CD300LB	
KIF19	-0.027601939
CYB5D1	0.106347116
OVCA2	-0.417920178
KRBA2	-0.159274184
C17orf64	0.234618844
SPATA32	-0.059847199
HEXIM2	-0.208692616
LSM12	-0.455050292
CNTD1	0.015140298
WFIKKN2	-0.142002943
FLJ40194	
B4GALNT2	-0.15369763
SPACA3	-0.105123416
SGK494	
SEZ6	-0.19613584
ANKRD13B	0.156669775
CYB5D2	-0.142333372
ZFP3	-0.043496336
GGT6	-0.158942802
EFCAB13	-0.076661506
MRPL10	-1.054294343
WDR81	0.147495862
ADH1B	0.011742048
TBC1D16	-0.283140176
AFMID	-0.021707574
GJD3	-0.214935541
KRT222	0.023227591
KRT40	0.122807822
LRRC75A-AS1	
SLC5A10	-0.028397586
FAM210A	-0.434886108
LOXHD1	0.158532454
INO80C	-0.132949783
TTC39C	-0.030830394
CNGB1	0.144968213
ZNF816	-0.195491327
CNGA1	-0.115881257
ZNF543	0.066655054
CEACAM20	
RAVER1	-0.215679528
OR7D4	-0.038994422
COX6B2	0.071623817
CALR3	-0.070578892
ACER1	0.19700113
MBD3L2	-0.334870267
ADH1C	
CNGA2	
OSCAR	-0.040940014
ZNF813	0.084649628
ZNF441	-0.142423927
ZNF491	-0.112149752
ZNF440	0.195495779
SWSAP1	-0.240596531
CNGA3	-0.073449832
IZUMO2	-0.095733544
CPT1C	0.0196096
ALDH16A1	-0.010640659
NTN5	-0.131707209
CNGA4	0.017206094
NLRP13	-0.306967408
NLRP8	0.113429293
NLRP5	0.01187014
ZNF787	-0.007690899
ZNF573	0.075065267
WDR88	-0.352513508
TMIGD2	-0.057485131
EID2B	-0.253028328
TNFAIP8L1	0.038850937
ZNF57	-0.168121104
IRGQ	-0.002832782
PLK3	0.028305606
MOB3A	-0.083549766
MFSD12	-0.052361517
GIPC3	-0.167244881
NDUFA11	-0.727529141
MISP	0.010524637
LRRC25	-0.119464617
OR1I1	-0.08204339
ZNF792	-0.141700648
HSPB6	-0.002172593
CNN1	-0.204274284
CYP4F22	-0.127438824
RINL	0.027672037
FBXO27	0.145521952
CNN2	-0.655855185
PLK5	-0.000897494
LINC00661	
ANKLE1	-0.192892794
CNN3	-0.117092334
GABPB2	-0.404755966
TCHHL1	-0.133609207
RPTN	0.246958233
TDRD10	-0.080504682
SHE	-0.296545071
KDF1	-0.276378644
CNP	-0.368302381
CCSAP	-0.173883366
LRRC38	-0.066397565
PUSL1	0.213103603
B3GALT6	-0.111783001
CNR1	0.15012273
WDR63	-0.188649169
AXDND1	-0.155284011
MAB21L3	0.122764301
CNR2	-0.010106126
ADH4	0.048789538
CNTF	-0.020252547
ATXN7L2	-0.092818719
LYPLAL1	0.033804303
OR2M5	0.099901095
OR2M3	-0.016462506
OR2T12	-0.000538344
OR14C36	0.160554188
OR2T10	-0.009267992
OR2T4	-0.056566339
OR2T11	-0.138991817
CNTFR	-0.064600656
ATP6V1G3	0.214041438
CNTN1	-0.057680494
ASB17	-0.031059092
TYW3	-0.063755914
LRRIQ3	-0.003396997
MYOM3	-0.100658
DMBX1	0.040630356
ZNF684	-0.163099989
TCEANC2	-0.106805221
PODN	-0.126908542
LRRC39	-0.044458298
GJB4	-0.114292116
HMGB4	0.106643804
RNF19B	-0.055967395
OR2B11	-0.087500825
ZNF648	-0.185914907
TEDDM1	0.096986409
C1orf122	0.04763616
COL1A1	0.005057956
OSCP1	-0.166506949
KLHDC7A	0.086365146
VWA5B1	
UBXN10	-0.03559197
C1orf87	-0.025916341
COL1A2	0.075162914
ARL8A	-0.039396745
SYT2	-0.237846901
UHMK1	0.070852695
ADH5	-0.047722206
COL2A1	0.064080496
WDR64	
C1orf131	-0.46963103
LIX1L	-0.226885384
COL3A1	0.072628278
HSD3BP4	
EDARADD	0.003913325
COL4A1	-0.06619955
KLF17	-0.132957942
TSACC	-0.342897936
IQGAP3	-0.225511151
NAXE	
ARHGEF19	-0.130493952
HIST3H2BB	-0.123974985
DRAM2	-0.219837419
C1orf162	-0.131147777
OR10X1	0.022162887
OR10Z1	0.279263664
OR6K6	-0.132388548
COL4A2	0.09749862
BHLHE23	
NKAIN4	0.02200459
VSTM2L	-0.149590034
WFDC12	-0.077645492
COL4A3	0.016842605
OCSTAMP	0.093557111
TSHZ2	0.212363406
COL4A4	0.076776946
C20orf85	0.074587707
TBC1D20	-0.177358322
SIRPD	0.23082057
PROKR2	-0.092500747
COL4A5	
SLX4IP	0.014659355
COL4A6	
CSTL1	-0.009934876
CST9L	0.063955252
CST9	0.096353033
DUSP15	-0.063337048
BPIFB6	-0.045702443
BPIFA3	-0.109598717
CHMP4B	-0.914365032
PIGU	-0.147218829
HMGB3P1	
COL5A1	-0.029523421
TANGO2	-0.152534722
COL5A2	-0.004514773
ZNF280A	0.012084736
EMID1	-0.169043852
COL6A1	0.145022688
COL6A2	0.048141516
PPP1R21	-0.029486314
COL6A3	0.03246848
TMEM150A	0.01871989
COL7A1	-0.283060144
NUP35	-0.64169774
XIRP2	0.09555617
TYW5	-0.030294335
COL8A1	-0.087736315
NMS	-0.029163954
LYG1	-0.082870186
DIS3L2	0.107239308
COL8A2	-0.166333207
CMPK2	-0.221124225
MBOAT2	0.066203581
CNTNAP5	0.076502601
TAF8	-1.018478457
COL9A1	-0.133062168
TMEM18	0.044971723
COL9A2	0.012816215
FBLN7	-0.135607293
RBM45	0.04180689
C2orf73	-0.096481759
BBS5	-0.031243958
COL9A3	-0.221352107
AADAC	0.109044992
ADH6	0.202970915
COL10A1	0.113673493
ACMSD	0.119500222
ICA1L	0.102570523
FAM168B	-0.007296529
COL11A1	0.022379958
CIB4	-0.220026948
REG3G	-0.004838135
RFTN2	0.043896272
CLHC1	-0.087892376
COL11A2	0.110036087
PLEKHH2	0.07164666
COL12A1	-0.01102607
AP1S3	-0.241848622
C2orf76	0.048297872
SGPP2	-0.055861826
ACVR1C	0.08782435
OSR1	0.180227124
COL13A1	-0.016212832
TTC32	0.08522546
UBR3	-0.154333089
KCTD18	-0.037739248
ALS2CR12	-0.041379654
ZNF513	-0.095602254
SPATA3	-0.003635539
LYPD6B	-0.069853317
GALM	-0.043229397
COL15A1	-0.15445446
COL16A1	0.132547264
CPO	0.066014302
MDH1B	0.039038724
COL17A1	-0.33548764
C2orf50	-0.148537895
TMEM182	0.069840032
AHSA2	-0.188674633
FBXO36	-0.214270406
CCDC148	0.145098417
COL19A1	0.069407556
CPNE4	0.062229906
CCDC58	-0.335625932
KCNH8	-0.015215486
COMP	0.007965894
DNAJC19	-0.284832315
OTOL1	-0.007305644
FAM3D	-0.117871322
COMT	-0.274186477
ZPLD1	0.006042679
LYZL4	-0.34360192
KLHL40	-0.302355746
COPA	-1.51267958
CD200R1	-0.148423199
COPB1	-1.765815438
ZDHHC19	-0.184006505
LRRC15	-0.360469338
FAM43A	0.11981424
KLF6	0.11790119
TPRA1	-0.026223503
TMEM42	0.044142058
UROC1	-0.182064641
SLC31A1	-0.314098099
ERICH6	-0.14477536
NUDT16	-0.030172061
COL6A6	0.066124101
GRK7	-0.146318222
TMEM207	0.149995721
ADK	-0.105944275
TAMM41	-1.265911984
IL17RE	-0.187955925
RTP1	-0.074317381
IQCF1	-0.304090035
PPM1M	-0.137398415
SYNPR	-0.032376004
LSMEM2	-0.105383559
H1FOO	-0.234954928
OCIAD2	0.055889608
SCLT1	0.333156295
C4orf33	0.051116467
CORT	0.027690061
MAP3K8	-0.022309671
ADAD1	0.01102198
ZFP42	0.175892508
LIN54	-0.54394216
SPATA18	-0.01883861
COX4I1	-0.469700346
C4orf32	0.1374009
TMPRSS11B	0.090458203
GNPDA2	-0.130240259
SPATA4	-0.073746456
CPEB2	0.130300319
EVC2	0.266584143
COX5B	-0.687239601
ARL9	-0.092736103
AASDH	-0.082040627
PDCL2	-0.089134032
C4orf36	-0.001628949
ADM	0.18180394
PACRGL	0.237408635
TRAM1L1	-0.116460844
OTOP1	-0.836826986
ENPP6	0.047965236
SLC9B2	0.122954898
SETD9	-0.178957113
IL31RA	-0.119019841
EMB	-0.013339655
C5orf47	-0.007519903
PPARGC1B	-0.845649324
MROH2B	0.247645743
NADK2	0.154461691
UGT3A1	-0.003651632
COX6A1	-0.46235563
JMY	-0.266980532
COX6A2	-0.233627407
ZNF474	0.108189779
ADORA1	-0.080220315
COX6B1	-0.3782836
OR2Y1	0.102789054
UBE2QL1	0.022969241
FAM173B	0.032646996
CMBL	0.061466006
POU5F2	-0.215574981
DNAJC21	-0.113704727
GRPEL2	-0.022302669
TMEM171	0.12707478
TMEM174	-0.188500709
LSM11	-0.739211552
POC5	-0.057430724
GPR151	-0.094764431
STARD4	-0.00418592
WDR36	0.026011069
COX6C	-0.655630073
UBLCP1	0.159709342
ACOT12	-0.508759616
SHROOM1	-0.063093686
C5orf24	-0.050938561
COX7A1	0.210227222
ADAT2	-0.713535906
COX7A2	-0.099880462
IRAK1BP1	-0.093969215
CLVS2	0.145234931
TAAR9	
TAAR1	0.301141732
COX7B	
STXBP5	-0.006029861
ADORA2A	-0.095341688
COX7C	-0.978455875
COX8A	-0.107849905
NCOA7	0.231067298
HINT3	-0.084117687
PACRG	0.214204042
B3GAT2	-0.14309562
SDHAF4	
COX10	-0.53002178
CD109	-0.011453215
RAET1E	0.194384708
PM20D2	-0.017094111
SRSF12	-0.031875354
COX11	-0.533081026
HUS1B	0.192758476
COX15	-0.637607907
CP	0.11859503
TRIM40	-0.140953775
DPCR1	0.134774518
CPA1	-0.008686121
CPA2	-0.01539598
TRIM50	-0.193441038
CPA3	0.028824869
TMEM139	-0.034825962
NOBOX	
ADORA2B	-0.100589883
CPB1	-0.103091773
ZNF786	0.065146639
CPB2	-0.078544511
CPD	-0.215204598
COL26A1	
PRSS37	0.131760243
KLF14	-0.029823713
C7orf57	0.056371259
CPE	-0.190519939
SVOPL	-0.02586593
LRGUK	0.046696834
ASB10	-0.069319827
